,regret,reward
218,260.92371134020595,5103.0
219,270.5288659793814,5118.0
220,269.13402061855686,5144.0
221,267.7391752577323,5170.0
222,263.34432989690686,5199.0
223,257.9494845360823,5229.0
224,261.55463917525776,5250.0
225,253.15979381443321,5283.0
226,252.76494845360776,5308.0
227,248.3701030927832,5337.0
228,244.97525773195866,5365.0
229,244.58041237113412,5390.0
230,249.18556701030957,5410.0
231,251.7907216494841,5432.0
232,255.39587628865957,5453.0
233,258.001030927835,5475.0
234,261.60618556701047,5496.0
235,261.2113402061859,5521.0
236,259.81649484536047,5547.0
237,261.4216494845359,5570.0
238,260.0268041237114,5596.0
239,261.6319587628868,5619.0
240,253.23711340206137,5652.0
241,259.8422680412368,5670.0
242,256.4474226804123,5698.0
243,264.0525773195877,5715.0
244,262.6577319587632,5741.0
245,259.2628865979377,5769.0
246,259.8680412371132,5793.0
247,265.4731958762886,5812.0
248,263.0783505154641,5839.0
249,263.68350515463953,5863.0
250,263.2886597938141,5888.0
251,260.89381443298953,5915.0
252,265.498969072165,5935.0
253,273.10412371134043,5952.0
254,271.709278350515,5978.0
255,267.31443298969043,6007.0
256,264.9195876288659,6034.0
257,263.52474226804134,6060.0
258,263.1298969072168,6085.0
259,260.73505154639133,6112.0
260,261.3402061855668,6136.0
261,261.94536082474224,6160.0
262,261.5505154639177,6185.0
263,261.15567010309223,6210.0
264,257.7608247422677,6238.0
265,252.36597938144314,6268.0
266,257.9711340206186,6287.0
267,267.57628865979405,6302.0
268,267.1814432989686,6327.0
269,268.78659793814404,6350.0
270,262.3917525773195,6381.0
271,268.99690721649495,6399.0
272,269.6020618556704,6423.0
273,270.20721649484494,6447.0
274,277.8123711340204,6464.0
275,278.41752577319585,6488.0
276,286.0226804123713,6505.0
277,283.62783505154584,6532.0
278,279.2329896907213,6561.0
279,273.83814432989675,6591.0
280,273.4432989690722,6616.0
281,271.04845360824766,6643.0
282,273.6536082474222,6665.0
283,273.25876288659765,6690.0
284,268.8639175257731,6719.0
285,271.46907216494856,6741.0
286,274.074226804124,6763.0
287,268.67938144329855,6793.0
288,274.284536082474,6812.0
289,271.88969072164946,6839.0
290,274.4948453608249,6861.0
291,276.09999999999945,6884.0
292,273.7051546391749,6911.0
293,284.31030927835036,6925.0
294,272.9154639175258,6961.0
295,268.52061855670127,6990.0
296,265.1257731958758,7018.0
297,270.73092783505126,7037.0
298,264.3360824742267,7068.0
299,265.94123711340217,7091.0
300,256.5463917525776,7125.0
301,258.15154639175216,7148.0
302,247.75670103092762,7183.0
303,247.36185567010307,7208.0
304,244.96701030927852,7235.0
305,243.57216494845306,7261.0
306,241.17731958762852,7288.0
307,241.78247422680397,7312.0
308,244.38762886597942,7334.0
309,242.99278350515488,7360.0
310,236.59793814432942,7391.0
311,232.20309278350487,7420.0
312,222.80824742268032,7454.0
313,212.41340206185578,7489.0
314,214.01855670103123,7512.0
315,214.62371134020577,7536.0
316,217.22886597938123,7558.0
317,216.83402061855668,7583.0
318,215.43917525773213,7609.0
319,215.04432989690667,7634.0
320,215.64948453608213,7658.0
321,218.25463917525758,7680.0
322,216.85979381443303,7706.0
323,214.46494845360849,7733.0
324,211.07010309278303,7761.0
325,214.67525773195848,7782.0
326,209.28041237113393,7812.0
327,208.8855670103094,7837.0
328,209.49072164948484,7861.0
329,203.09587628865938,7892.0
330,200.70103092783484,7919.0
331,195.3061855670103,7949.0
332,195.91134020618574,7973.0
333,191.51649484536028,8002.0
334,191.12164948453574,8027.0
335,194.7268041237112,8048.0
336,196.33195876288664,8071.0
337,191.9371134020621,8100.0
338,191.54226804123755,8125.0
339,188.147422680413,8153.0
340,190.75257731958663,8175.0
341,198.3577319587621,8192.0
342,200.96288659793754,8214.0
343,195.568041237113,8244.0
344,204.17319587628845,8260.0
345,205.7783505154639,8283.0
346,206.38350515463935,8307.0
347,206.9886597938148,8331.0
348,199.59381443299026,8363.0
349,197.1989690721657,8390.0
350,194.80412371133934,8417.0
351,191.4092783505148,8445.0
352,188.01443298969025,8473.0
353,183.6195876288657,8502.0
354,181.22474226804115,8529.0
355,181.8298969072166,8553.0
356,185.43505154639206,8574.0
357,188.0402061855675,8596.0
358,188.64536082474297,8620.0
359,187.2505154639166,8646.0
360,186.85567010309205,8671.0
361,192.4608247422675,8690.0
362,189.06597938144296,8718.0
363,187.6711340206184,8744.0
364,190.27628865979386,8766.0
365,188.88144329896932,8792.0
366,184.48659793814477,8821.0
367,189.09175257732022,8841.0
368,189.69690721649386,8865.0
369,195.3020618556693,8884.0
370,189.90721649484476,8914.0
371,176.5123711340202,8952.0
372,175.11752577319567,8978.0
373,175.72268041237112,9002.0
374,174.32783505154657,9028.0
375,170.93298969072202,9056.0
376,164.53814432989748,9087.0
377,168.14329896907293,9108.0
378,175.74845360824656,9125.0
379,170.35360824742202,9155.0
380,171.95876288659747,9178.0
381,174.56391752577292,9200.0
382,170.16907216494837,9229.0
383,168.77422680412383,9255.0
384,162.37938144329928,9286.0
385,163.98453608247473,9309.0
386,168.5896907216502,9329.0
387,161.19484536082382,9361.0
388,159.79999999999927,9387.0
389,165.40515463917473,9406.0
390,155.01030927835018,9441.0
391,157.61546391752563,9463.0
392,154.22061855670108,9491.0
393,151.82577319587654,9518.0
394,153.430927835052,9541.0
395,150.03608247422744,9569.0
396,148.64123711340108,9595.0
397,151.24639175257653,9617.0
398,154.85154639175198,9638.0
399,152.45670103092743,9665.0
400,155.0618556701029,9687.0
401,144.66701030927834,9722.0
402,139.2721649484538,9752.0
403,143.87731958762924,9772.0
404,147.4824742268047,9793.0
405,144.08762886597833,9821.0
406,143.69278350515378,9846.0
407,142.29793814432924,9872.0
408,141.9030927835047,9897.0
409,142.50824742268014,9921.0
410,142.1134020618556,9946.0
411,135.71855670103105,9977.0
412,140.3237113402065,9997.0
413,137.92886597938195,10024.0
414,143.5340206185574,10043.0
415,141.13917525773104,10070.0
416,144.7443298969065,10091.0
417,152.34948453608195,10108.0
418,156.9546391752574,10128.0
419,159.55979381443285,10150.0
420,157.1649484536083,10177.0
421,146.77010309278376,10212.0
422,149.3752577319592,10234.0
423,149.98041237113466,10258.0
424,152.5855670103083,10280.0
425,149.19072164948375,10308.0
426,150.7958762886592,10331.0
427,146.40103092783465,10360.0
428,139.0061855670101,10392.0
429,131.61134020618556,10424.0
430,136.216494845361,10444.0
431,137.82164948453647,10467.0
432,141.42680412371192,10488.0
433,140.03195876288555,10514.0
434,141.637113402061,10537.0
435,145.24226804123646,10558.0
436,147.8474226804119,10580.0
437,155.45257731958736,10597.0
438,164.05773195876282,10613.0
439,165.66288659793827,10636.0
440,175.26804123711372,10651.0
441,171.87319587628917,10679.0
442,174.47835051546463,10701.0
443,179.08350515463826,10721.0
444,180.6886597938137,10744.0
445,182.29381443298917,10767.0
446,184.89896907216462,10789.0
447,181.50412371134007,10817.0
448,185.10927835051552,10838.0
449,184.71443298969098,10863.0
450,181.31958762886643,10891.0
451,176.92474226804188,10920.0
452,179.52989690721552,10942.0
453,181.13505154639097,10965.0
454,188.74020618556642,10982.0
455,184.34536082474187,11011.0
456,178.95051546391733,11041.0
457,182.55567010309278,11062.0
458,188.16082474226823,11081.0
459,185.76597938144369,11108.0
460,188.37113402061914,11130.0
461,189.97628865979277,11153.0
462,196.58144329896822,11171.0
463,202.18659793814368,11190.0
464,207.79175257731913,11209.0
465,204.39690721649458,11237.0
466,211.00206185567004,11255.0
467,205.6072164948455,11285.0
468,199.21237113402094,11316.0
469,209.8175257731964,11330.0
470,214.42268041237185,11350.0
471,211.02783505154548,11378.0
472,215.63298969072093,11398.0
473,215.2381443298964,11423.0
474,210.84329896907184,11452.0
475,208.4484536082473,11479.0
476,204.05360824742274,11508.0
477,202.6587628865982,11534.0
478,209.26391752577365,11552.0
479,209.8690721649491,11576.0
480,208.47422680412274,11602.0
481,210.0793814432982,11625.0
482,211.68453608247364,11648.0
483,219.2896907216491,11665.0
484,223.89484536082455,11685.0
485,217.5,11716.0
486,214.10515463917545,11744.0
487,216.7103092783509,11766.0
488,215.31546391752636,11792.0
489,210.9206185567,11821.0
490,202.52577319587544,11854.0
491,202.1309278350509,11879.0
492,196.73608247422635,11909.0
493,197.3412371134018,11933.0
494,197.94639175257726,11957.0
495,200.5515463917527,11979.0
496,204.15670103092816,12000.0
497,202.7618556701036,12026.0
498,205.36701030927907,12048.0
499,200.9721649484527,12077.0
500,203.57731958762815,12099.0
501,194.1824742268036,12133.0
502,193.78762886597906,12158.0
503,194.3927835051545,12182.0
504,190.99793814432996,12210.0
505,184.60309278350542,12241.0
506,189.20824742268087,12261.0
507,190.81340206185632,12284.0
508,196.41855670102996,12303.0
509,195.0237113402054,12329.0
510,189.62886597938086,12359.0
511,190.23402061855631,12383.0
512,185.83917525773177,12412.0
513,181.44432989690722,12441.0
514,187.04948453608267,12460.0
515,184.65463917525813,12487.0
516,182.25979381443358,12514.0
517,186.8649484536072,12534.0
518,187.47010309278267,12558.0
519,189.07525773195812,12581.0
520,189.68041237113357,12605.0
521,190.28556701030902,12629.0
522,183.89072164948448,12660.0
523,177.49587628865993,12691.0
524,181.10103092783538,12712.0
525,172.70618556701083,12745.0
526,181.31134020618447,12761.0
527,174.91649484535992,12792.0
528,178.52164948453537,12813.0
529,182.12680412371083,12834.0
530,191.73195876288628,12849.0
531,194.33711340206173,12871.0
532,195.94226804123718,12894.0
533,195.54742268041264,12919.0
534,192.1525773195881,12947.0
535,197.75773195876354,12966.0
536,197.36288659793718,12991.0
537,194.96804123711263,13018.0
538,188.57319587628808,13049.0
539,191.17835051546353,13071.0
540,191.783505154639,13095.0
541,196.38865979381444,13115.0
542,198.9938144329899,13137.0
543,191.59896907216535,13169.0
544,194.2041237113408,13191.0
545,190.80927835051443,13219.0
546,192.41443298968989,13242.0
547,190.01958762886534,13269.0
548,192.6247422680408,13291.0
549,191.22989690721624,13317.0
550,195.8350515463917,13337.0
551,200.44020618556715,13357.0
552,203.0453608247426,13379.0
553,203.65051546391805,13403.0
554,200.2556701030917,13431.0
555,200.86082474226714,13455.0
556,194.4659793814426,13486.0
557,189.07113402061805,13516.0
558,190.6762886597935,13539.0
559,195.28144329896895,13559.0
560,199.8865979381444,13579.0
561,199.49175257731986,13604.0
562,204.0969072164953,13624.0
563,205.70206185567076,13647.0
564,203.3072164948444,13674.0
565,203.91237113401985,13698.0
566,203.5175257731953,13723.0
567,205.12268041237076,13746.0
568,206.7278350515462,13769.0
569,208.33298969072166,13792.0
570,208.9381443298971,13816.0
571,210.54329896907257,13839.0
572,217.14845360824802,13857.0
573,218.75360824742165,13880.0
574,213.3587628865971,13910.0
575,210.96391752577256,13937.0
576,212.569072164948,13960.0
577,203.17422680412346,13994.0
578,203.77938144329892,14018.0
579,200.38453608247437,14046.0
580,199.98969072164982,14071.0
581,200.59484536082527,14095.0
582,203.1999999999989,14117.0
583,200.80515463917436,14144.0
584,203.4103092783498,14166.0
585,203.01546391752527,14191.0
586,209.62061855670072,14209.0
587,199.22577319587617,14244.0
588,207.83092783505163,14260.0
589,208.43608247422708,14284.0
590,204.04123711340253,14313.0
591,200.64639175257798,14341.0
592,201.25154639175162,14365.0
593,197.85670103092707,14393.0
594,197.46185567010252,14418.0
595,191.06701030927798,14449.0
596,184.67216494845343,14480.0
597,178.27731958762888,14511.0
598,172.88247422680433,14541.0
599,169.4876288659798,14569.0
600,170.09278350515524,14593.0
601,168.69793814432887,14619.0
602,167.30309278350433,14645.0
603,172.90824742267978,14664.0
604,170.51340206185523,14691.0
605,169.11855670103068,14717.0
606,161.72371134020614,14749.0
607,171.3288659793816,14764.0
608,171.93402061855704,14788.0
609,170.5391752577325,14814.0
610,170.14432989690613,14839.0
611,173.74948453608158,14860.0
612,170.35463917525703,14888.0
613,163.9597938144325,14919.0
614,166.56494845360794,14941.0
615,163.1701030927834,14969.0
616,166.77525773195885,14990.0
617,162.3804123711343,15019.0
618,159.98556701030975,15046.0
619,157.5907216494852,15073.0
620,153.19587628865884,15102.0
621,153.8010309278343,15126.0
622,146.40618556700974,15158.0
623,147.0113402061852,15182.0
624,141.61649484536065,15212.0
625,149.2216494845361,15229.0
626,144.82680412371155,15258.0
627,143.431958762887,15284.0
628,145.03711340206246,15307.0
629,136.6422680412361,15340.0
630,138.24742268041155,15363.0
631,133.852577319587,15392.0
632,134.45773195876245,15416.0
633,128.0628865979379,15447.0
634,132.66804123711336,15467.0
635,135.2731958762888,15489.0
636,131.87835051546426,15517.0
637,135.48350515463972,15538.0
638,138.08865979381335,15560.0
639,148.6938144329888,15574.0
640,159.29896907216425,15588.0
641,149.9041237113397,15622.0
642,154.50927835051516,15642.0
643,159.1144329896906,15662.0
644,155.71958762886607,15690.0
645,155.32474226804152,15715.0
646,151.92989690721697,15743.0
647,154.5350515463906,15765.0
648,154.14020618556606,15790.0
649,151.7453608247415,15817.0
650,153.35051546391696,15840.0
651,154.95567010309242,15863.0
652,154.56082474226787,15888.0
653,157.16597938144332,15910.0
654,159.77113402061877,15932.0
655,161.37628865979423,15955.0
656,163.98144329896968,15977.0
657,169.5865979381433,15996.0
658,159.19175257731877,16031.0
659,149.79690721649422,16065.0
660,150.40206185566967,16089.0
661,149.00721649484512,16115.0
662,155.61237113402058,16133.0
663,155.21752577319603,16158.0
664,155.82268041237148,16182.0
665,153.42783505154694,16209.0
666,167.03298969072057,16220.0
667,165.63814432989602,16246.0
668,162.24329896907147,16274.0
669,154.84845360824693,16306.0
670,151.45360824742238,16334.0
671,153.05876288659783,16357.0
672,152.6639175257733,16382.0
673,145.26907216494874,16414.0
674,148.8742268041242,16435.0
675,152.47938144329964,16456.0
676,157.0845360824751,16476.0
677,158.68969072165055,16499.0
678,162.294845360826,16520.0
679,153.90000000000146,16553.0
680,151.50515463917327,16580.0
681,158.11030927834872,16598.0
682,158.71546391752418,16622.0
683,157.32061855669963,16648.0
684,160.92577319587508,16669.0
685,165.53092783505053,16689.0
686,165.136082474226,16714.0
687,162.74123711340144,16741.0
688,171.3463917525769,16757.0
689,168.95154639175234,16784.0
690,170.5567010309278,16807.0
691,175.16185567010325,16827.0
692,169.7670103092787,16857.0
693,165.37216494845416,16886.0
694,158.9773195876296,16917.0
695,165.58247422680506,16935.0
696,161.1876288659805,16964.0
697,165.79278350515597,16984.0
698,167.39793814433142,17007.0
699,165.00309278350323,17034.0
700,158.6082474226787,17065.0
701,162.21340206185414,17086.0
702,158.8185567010296,17114.0
703,151.42371134020505,17146.0
704,150.0288659793805,17172.0
705,152.63402061855595,17194.0
706,153.2391752577314,17218.0
707,153.84432989690686,17242.0
708,156.4494845360823,17264.0
709,156.05463917525776,17289.0
710,146.65979381443321,17323.0
711,143.26494845360867,17351.0
712,133.87010309278412,17385.0
713,128.47525773195957,17415.0
714,133.08041237113503,17435.0
715,137.68556701031048,17455.0
716,142.29072164948593,17475.0
717,143.89587628865775,17498.0
718,141.5010309278332,17525.0
719,143.10618556700865,17548.0
720,143.7113402061841,17572.0
721,142.31649484535956,17598.0
722,141.921649484535,17623.0
723,149.52680412371046,17640.0
724,152.13195876288592,17662.0
725,151.73711340206137,17687.0
726,153.34226804123682,17710.0
727,153.94742268041227,17734.0
728,144.55257731958773,17768.0
729,146.15773195876318,17791.0
730,149.76288659793863,17812.0
731,149.36804123711408,17837.0
732,151.97319587628954,17859.0
733,148.578350515465,17887.0
734,147.18350515464044,17913.0
735,150.7886597938159,17934.0
736,156.3938144329877,17953.0
737,163.99896907216316,17970.0
738,167.60412371133862,17991.0
739,164.20927835051407,18019.0
740,160.81443298968952,18047.0
741,155.41958762886497,18077.0
742,158.02474226804043,18099.0
743,157.62989690721588,18124.0
744,155.23505154639133,18151.0
745,153.84020618556679,18177.0
746,147.44536082474224,18208.0
747,149.0505154639177,18231.0
748,148.65567010309314,18256.0
749,144.2608247422686,18285.0
750,139.86597938144405,18314.0
751,142.4711340206195,18336.0
752,142.07628865979495,18361.0
753,147.6814432989704,18380.0
754,146.28659793814586,18406.0
755,147.89175257731767,18429.0
756,145.49690721649313,18456.0
757,144.10206185566858,18482.0
758,143.70721649484403,18507.0
759,139.3123711340195,18536.0
760,139.91752577319494,18560.0
761,133.5226804123704,18591.0
762,125.12783505154584,18624.0
763,123.7329896907213,18650.0
764,126.33814432989675,18672.0
765,125.9432989690722,18697.0
766,124.54845360824766,18723.0
767,122.15360824742311,18750.0
768,124.75876288659856,18772.0
769,129.363917525774,18792.0
770,125.96907216494947,18820.0
771,127.57422680412492,18843.0
772,127.17938144330037,18868.0
773,122.78453608247219,18897.0
774,122.38969072164764,18922.0
775,120.99484536082309,18948.0
776,121.59999999999854,18972.0
777,119.205154639174,18999.0
778,117.81030927834945,19025.0
779,114.4154639175249,19053.0
780,120.02061855670036,19072.0
781,115.62577319587581,19101.0
782,118.23092783505126,19123.0
783,122.83608247422671,19143.0
784,125.44123711340217,19165.0
785,134.04639175257762,19181.0
786,133.65154639175307,19206.0
787,125.25670103092853,19239.0
788,125.86185567010398,19263.0
789,127.46701030927943,19286.0
790,127.07216494845488,19311.0
791,128.67731958763034,19334.0
792,130.28247422680215,19357.0
793,128.8876288659776,19383.0
794,127.49278350515306,19409.0
795,123.09793814432851,19438.0
796,130.70309278350396,19455.0
797,127.30824742267941,19483.0
798,129.91340206185487,19505.0
799,129.51855670103032,19530.0
800,128.12371134020577,19556.0
801,130.72886597938123,19578.0
802,131.33402061855668,19602.0
803,122.93917525773213,19635.0
804,128.54432989690758,19654.0
805,133.14948453608304,19674.0
806,131.7546391752585,19700.0
807,135.35979381443394,19721.0
808,136.9649484536094,19744.0
809,139.57010309278485,19766.0
810,139.17525773195666,19791.0
811,137.78041237113212,19817.0
812,142.38556701030757,19837.0
813,151.99072164948302,19852.0
814,153.59587628865847,19875.0
815,159.20103092783393,19894.0
816,153.80618556700938,19924.0
817,151.41134020618483,19951.0
818,158.01649484536028,19969.0
819,162.62164948453574,19989.0
820,167.2268041237112,20009.0
821,167.83195876288664,20033.0
822,164.4371134020621,20061.0
823,163.04226804123755,20087.0
824,162.647422680413,20112.0
825,170.25257731958845,20129.0
826,172.8577319587639,20151.0
827,173.46288659793936,20175.0
828,173.0680412371148,20200.0
829,173.67319587628663,20224.0
830,167.27835051546208,20255.0
831,173.88350515463753,20273.0
832,167.48865979381299,20304.0
833,168.09381443298844,20328.0
834,168.6989690721639,20352.0
835,173.30412371133934,20372.0
836,172.9092783505148,20397.0
837,177.51443298969025,20417.0
838,173.1195876288657,20446.0
839,176.72474226804115,20467.0
840,178.3298969072166,20490.0
841,180.93505154639206,20512.0
842,184.5402061855675,20533.0
843,189.14536082474297,20553.0
844,187.75051546391842,20579.0
845,193.35567010309387,20598.0
846,194.96082474226932,20621.0
847,195.56597938144478,20645.0
848,195.1711340206166,20670.0
849,191.77628865979204,20698.0
850,190.3814432989675,20724.0
851,185.98659793814295,20753.0
852,184.5917525773184,20779.0
853,185.19690721649386,20803.0
854,187.8020618556693,20825.0
855,194.40721649484476,20843.0
856,196.0123711340202,20866.0
857,195.61752577319567,20891.0
858,194.22268041237112,20917.0
859,192.82783505154657,20943.0
860,192.43298969072202,20968.0
861,199.03814432989748,20986.0
862,200.64329896907293,21009.0
863,198.24845360824838,21036.0
864,200.85360824742384,21058.0
865,205.4587628865993,21078.0
866,208.0639175257711,21100.0
867,212.66907216494656,21120.0
868,211.274226804122,21146.0
869,210.87938144329746,21171.0
870,210.4845360824729,21196.0
871,216.08969072164837,21215.0
872,210.69484536082382,21245.0
873,211.29999999999927,21269.0
874,215.90515463917473,21289.0
875,212.51030927835018,21317.0
876,217.11546391752563,21337.0
877,226.72061855670108,21352.0
878,226.32577319587654,21377.0
879,229.930927835052,21398.0
880,226.53608247422744,21426.0
881,227.1412371134029,21450.0
882,225.74639175257835,21476.0
883,234.3515463917538,21492.0
884,233.95670103092925,21517.0
885,239.56185567010107,21536.0
886,240.16701030927652,21560.0
887,232.77216494845197,21592.0
888,229.37731958762743,21620.0
889,231.98247422680288,21642.0
890,237.58762886597833,21661.0
891,245.19278350515378,21678.0
892,247.79793814432924,21700.0
893,234.4030927835047,21738.0
894,235.00824742268014,21762.0
895,237.6134020618556,21784.0
896,237.21855670103105,21809.0
897,241.8237113402065,21829.0
898,248.42886597938195,21847.0
899,255.0340206185574,21865.0
900,252.63917525773286,21892.0
901,253.2443298969083,21916.0
902,251.84948453608376,21942.0
903,246.45463917525558,21972.0
904,246.05979381443103,21997.0
905,242.66494845360648,22025.0
906,240.27010309278194,22052.0
907,234.8752577319574,22082.0
908,226.48041237113284,22115.0
909,217.0855670103083,22149.0
910,213.69072164948375,22177.0
911,215.2958762886592,22200.0
912,223.90103092783465,22216.0
913,231.5061855670101,22233.0
914,235.11134020618556,22254.0
915,242.716494845361,22271.0
916,240.32164948453647,22298.0
917,244.92680412371192,22318.0
918,231.53195876288737,22356.0
919,226.13711340206282,22386.0
920,228.74226804123828,22408.0
921,227.34742268041373,22434.0
922,225.95257731958554,22460.0
923,221.557731958761,22489.0
924,227.16288659793645,22508.0
925,228.7680412371119,22531.0
926,233.37319587628735,22551.0
927,237.9783505154628,22571.0
928,237.58350515463826,22596.0
929,238.1886597938137,22620.0
930,242.79381443298917,22640.0
931,233.39896907216462,22674.0
932,239.00412371134007,22693.0
933,232.60927835051552,22724.0
934,238.21443298969098,22743.0
935,239.81958762886643,22766.0
936,238.42474226804188,22792.0
937,244.02989690721733,22811.0
