Pull_Number,Arm_Pulled,Reward,Cumulative_Reward,Regret
792,21,27,17099,2342.5294117647063
793,21,12,17111,2355.07679738562
794,21,20,17131,2359.6241830065374
795,21,26,17157,2358.171568627451
796,21,32,17189,2350.7189542483684
797,9,17,17206,2358.266339869282
798,21,22,17228,2360.813725490196
799,21,22,17250,2363.361111111113
800,21,21,17271,2366.908496732027
801,21,25,17296,2366.4558823529405
802,21,18,17314,2373.003267973858
803,21,17,17331,2380.5506535947716
804,21,26,17357,2379.0980392156853
805,21,27,17384,2376.6454248366026
806,21,22,17406,2379.1928104575163
807,21,26,17432,2377.7401960784337
808,21,23,17455,2379.2875816993474
809,21,27,17482,2376.834967320261
810,21,22,17504,2379.3823529411784
811,13,22,17526,2381.929738562092
812,21,23,17549,2383.477124183006
813,21,28,17577,2380.024509803923
814,1,23,17600,2381.571895424837
815,21,23,17623,2383.1192810457505
816,21,28,17651,2379.666666666668
817,0,8,17659,2396.2140522875816
818,21,25,17684,2395.761437908499
819,21,19,17703,2401.3088235294126
820,21,23,17726,2402.8562091503263
821,21,28,17754,2399.4035947712437
822,21,22,17776,2401.9509803921574
823,21,22,17798,2404.498366013071
824,21,24,17822,2405.0457516339884
825,21,26,17848,2403.593137254902
826,21,26,17874,2402.140522875816
827,21,19,17893,2407.687908496733
828,21,28,17921,2404.235294117647
829,22,8,17929,2420.782679738564
830,21,23,17952,2422.330065359478
831,21,23,17975,2423.8774509803916
832,21,30,18005,2418.424836601309
833,21,21,18026,2421.9722222222226
834,21,29,18055,2417.5196078431363
835,16,14,18069,2428.0669934640537
836,21,29,18098,2423.6143790849674
837,21,19,18117,2429.1617647058847
838,21,22,18139,2431.7091503267984
839,21,26,18165,2430.256535947712
840,21,23,18188,2431.8039215686294
841,21,26,18214,2430.351307189543
842,21,21,18235,2433.898692810457
843,21,22,18257,2436.446078431374
844,21,20,18277,2440.993464052288
845,21,24,18301,2441.5408496732016
846,21,15,18316,2451.088235294119
847,21,33,18349,2442.6356209150326
848,6,14,18363,2453.18300653595
849,1,19,18382,2458.7303921568637
850,21,22,18404,2461.2777777777774
851,21,24,18428,2461.8251633986947
852,12,8,18436,2478.3725490196084
853,21,25,18461,2477.919934640522
854,21,28,18489,2474.4673202614395
855,18,11,18500,2488.014705882353
856,13,21,18521,2491.562091503267
857,21,22,18543,2494.109477124184
858,12,8,18551,2510.656862745098
859,21,25,18576,2510.2042483660152
860,21,21,18597,2513.751633986929
861,21,23,18620,2515.2990196078426
862,21,27,18647,2512.84640522876
863,21,29,18676,2508.3937908496737
864,21,17,18693,2515.9411764705874
865,21,29,18722,2511.4885620915047
866,21,25,18747,2511.0359477124184
867,17,13,18760,2522.5833333333358
868,21,28,18788,2519.1307189542495
869,21,28,18816,2515.678104575163
870,21,22,18838,2518.2254901960805
871,20,23,18861,2519.772875816994
872,21,24,18885,2520.320261437908
873,4,22,18907,2522.8676470588252
874,13,30,18937,2517.415032679739
875,21,22,18959,2519.9624183006526
876,21,24,18983,2520.50980392157
877,21,23,19006,2522.0571895424837
878,21,26,19032,2520.604575163401
879,21,23,19055,2522.1519607843147
880,0,6,19061,2540.6993464052284
881,9,20,19081,2545.2467320261458
882,21,24,19105,2545.7941176470595
883,21,18,19123,2552.341503267973
884,11,6,19129,2570.8888888888905
885,21,27,19156,2568.436274509804
886,20,20,19176,2572.983660130718
887,21,20,19196,2577.5310457516352
888,21,22,19218,2580.078431372549
889,21,16,19234,2588.6258169934663
890,21,27,19261,2586.17320261438
891,21,18,19279,2592.7205882352937
892,22,11,19290,2606.267973856211
893,21,26,19316,2604.8153594771247
894,21,25,19341,2604.3627450980384
895,21,27,19368,2601.9101307189558
896,21,26,19394,2600.4575163398695
897,21,24,19418,2601.004901960783
898,21,24,19442,2601.5522875817005
899,21,27,19469,2599.099673202614
900,13,28,19497,2595.6470588235316
901,5,17,19514,2603.1944444444453
902,21,31,19545,2596.741830065359
903,8,15,19560,2606.2892156862763
904,4,22,19582,2608.83660130719
905,21,24,19606,2609.3839869281037
906,21,25,19631,2608.931372549021
907,4,13,19644,2620.4787581699347
908,21,30,19674,2615.026143790852
909,21,22,19696,2617.573529411766
910,21,17,19713,2625.1209150326795
911,21,23,19736,2626.668300653597
912,14,7,19743,2644.2156862745105
913,21,19,19762,2649.763071895424
914,21,30,19792,2644.3104575163416
915,21,22,19814,2646.8578431372553
916,5,26,19840,2645.405228758169
917,21,28,19868,2641.9526143790863
918,21,23,19891,2643.5
919,21,20,19911,2648.0473856209173
920,18,14,19925,2658.594771241831
921,21,30,19955,2653.1421568627447
922,21,23,19978,2654.689542483662
923,21,20,19998,2659.236928104576
924,16,12,20010,2671.7843137254895
925,21,29,20039,2667.331699346407
926,21,25,20064,2666.8790849673205
927,21,24,20088,2667.426470588234
928,19,4,20092,2687.9738562091516
929,17,14,20106,2698.5212418300653
930,21,18,20124,2705.0686274509826
931,21,20,20144,2709.6160130718963
932,21,19,20163,2715.16339869281
933,14,12,20175,2727.7107843137273
934,21,23,20198,2729.258169934641
935,21,22,20220,2731.8055555555547
936,21,27,20247,2729.352941176472
937,21,24,20271,2729.900326797386
938,21,18,20289,2736.447712418303
939,21,29,20318,2731.995098039217
940,21,27,20345,2729.5424836601305
941,21,30,20375,2724.089869281048
942,3,13,20388,2735.6372549019616
943,21,22,20410,2738.1846405228753
944,21,27,20437,2735.7320261437926
945,21,20,20457,2740.2794117647063
946,21,15,20472,2749.82679738562
947,21,23,20495,2751.3741830065374
948,21,23,20518,2752.921568627451
949,21,27,20545,2750.4689542483684
950,21,16,20561,2759.016339869282
951,21,27,20588,2756.563725490196
952,21,23,20611,2758.111111111113
953,21,22,20633,2760.658496732027
954,21,27,20660,2758.2058823529405
955,21,28,20688,2754.753267973858
956,21,29,20717,2750.3006535947716
957,21,22,20739,2752.8480392156853
958,21,24,20763,2753.3954248366026
959,21,34,20797,2743.9428104575163
960,5,17,20814,2751.4901960784337
961,9,20,20834,2756.0375816993474
962,21,26,20860,2754.584967320261
963,21,24,20884,2755.1323529411784
964,14,8,20892,2771.679738562092
965,21,24,20916,2772.227124183006
966,21,29,20945,2767.774509803923
967,21,24,20969,2768.321895424837
968,21,21,20990,2771.8692810457505
969,22,5,20995,2791.416666666668
970,9,16,21011,2799.9640522875816
971,21,26,21037,2798.511437908499
972,21,20,21057,2803.0588235294126
973,21,28,21085,2799.6062091503263
974,21,26,21111,2798.1535947712437
975,21,24,21135,2798.7009803921574
976,21,19,21154,2804.248366013071
977,21,32,21186,2796.7957516339884
978,21,22,21208,2799.343137254902
979,21,29,21237,2794.8905228758194
980,21,30,21267,2789.437908496733
981,21,29,21296,2784.985294117647
982,21,21,21317,2788.532679738564
983,21,22,21339,2791.080065359478
984,21,28,21367,2787.6274509803916
985,21,30,21397,2782.174836601309
986,21,29,21426,2777.7222222222226
987,21,19,21445,2783.2696078431363
988,1,15,21460,2792.8169934640537
989,21,21,21481,2796.3643790849674
990,21,19,21500,2801.9117647058847
991,21,28,21528,2798.4591503267984
992,1,13,21541,2810.006535947712
993,5,20,21561,2814.5539215686294
994,16,11,21572,2828.101307189543
995,21,28,21600,2824.648692810457
996,21,21,21621,2828.196078431374
997,21,21,21642,2831.743464052288
998,7,15,21657,2841.2908496732016
999,21,21,21678,2844.838235294119
1000,21,28,21706,2841.3856209150326
