round,arm_pulled,reward,cum_reward,regret
548,21,28,12632,867.3325867861131
549,21,23,12655,868.9664053751385
550,21,27,12682,866.6002239641639
551,21,24,12706,867.2340425531911
552,21,29,12735,862.8678611422165
553,21,22,12757,865.5016797312419
554,21,25,12782,865.1354983202673
555,21,18,12800,871.7693169092927
556,21,16,12816,880.4031354983199
557,21,27,12843,878.0369540873453
558,21,34,12877,868.6707726763707
559,21,23,12900,870.3045912653961
560,21,35,12935,859.9384098544215
561,21,20,12955,864.5722284434487
562,21,23,12978,866.2060470324741
563,21,28,13006,862.8398656214995
564,21,21,13027,866.4736842105249
565,21,24,13051,867.1075027995503
566,21,24,13075,867.7413213885775
567,21,24,13099,868.3751399776029
568,21,23,13122,870.0089585666283
569,21,22,13144,872.6427771556537
570,21,30,13174,867.2765957446791
571,21,27,13201,864.9104143337063
572,21,29,13230,860.5442329227317
573,21,29,13259,856.1780515117571
574,21,26,13285,854.8118701007825
575,21,17,13302,862.4456886898079
576,21,21,13323,866.0795072788351
577,21,33,13356,857.7133258678605
578,21,22,13378,860.3471444568859
579,21,29,13407,855.9809630459113
580,21,18,13425,862.6147816349367
581,21,28,13453,859.2486002239639
582,21,26,13479,857.8824188129893
583,21,29,13508,853.5162374020147
584,21,31,13539,847.1500559910401
585,21,28,13567,843.7838745800655
586,21,32,13599,836.4176931690927
587,21,25,13624,836.0515117581181
588,21,21,13645,839.6853303471435
589,21,24,13669,840.3191489361689
590,21,31,13700,833.9529675251943
591,21,28,13728,830.5867861142215
592,21,23,13751,832.2206047032469
593,21,29,13780,827.8544232922723
594,21,26,13806,826.4882418812977
595,21,27,13833,824.122060470323
596,21,26,13859,822.7558790593503
597,21,20,13879,827.3896976483757
598,21,26,13905,826.023516237401
599,21,28,13933,822.6573348264264
600,21,28,13961,819.2911534154518
601,21,24,13985,819.9249720044791
602,21,30,14015,814.5587905935045
603,21,31,14046,808.1926091825298
604,21,25,14071,807.8264277715552
605,21,28,14099,804.4602463605806
606,21,23,14122,806.0940649496079
607,21,21,14143,809.7278835386333
608,21,23,14166,811.3617021276586
609,12,9,14175,826.995520716684
610,21,24,14199,827.6293393057094
611,21,21,14220,831.2631578947367
612,21,27,14247,828.896976483762
613,21,24,14271,829.5307950727874
614,21,28,14299,826.1646136618128
615,21,29,14328,821.7984322508382
616,21,26,14354,820.4322508398654
617,21,20,14374,825.0660694288908
618,21,29,14403,820.6998880179162
619,21,30,14433,815.3337066069416
620,21,22,14455,817.967525195967
621,21,26,14481,816.6013437849942
622,21,27,14508,814.2351623740196
623,21,25,14533,813.868980963045
624,21,25,14558,813.5027995520704
625,21,28,14586,810.1366181410958
626,21,21,14607,813.7704367301212
627,21,30,14637,808.4042553191484
628,21,28,14665,805.0380739081738
629,21,22,14687,807.6718924971992
630,21,19,14706,813.3057110862246
631,21,17,14723,820.93952967525
632,21,25,14748,820.5733482642772
633,21,22,14770,823.2071668533026
634,21,24,14794,823.840985442328
635,21,21,14815,827.4748040313534
636,21,22,14837,830.1086226203788
637,21,21,14858,833.742441209406
638,21,22,14880,836.3762597984314
639,21,23,14903,838.0100783874568
640,21,31,14934,831.6438969764822
641,21,26,14960,830.2777155655076
642,21,26,14986,828.9115341545348
643,21,22,15008,831.5453527435602
644,21,26,15034,830.1791713325856
645,21,20,15054,834.812989921611
646,21,21,15075,838.4468085106364
647,21,29,15104,834.0806270996636
648,21,31,15135,827.714445688689
649,21,23,15158,829.3482642777144
650,21,22,15180,831.9820828667398
651,21,25,15205,831.6159014557652
652,21,19,15224,837.2497200447924
653,21,26,15250,835.8835386338178
654,21,20,15270,840.5173572228432
655,21,25,15295,840.1511758118686
656,21,30,15325,834.784994400894
657,21,28,15353,831.4188129899212
658,21,16,15369,840.0526315789466
659,21,19,15388,845.686450167972
660,21,15,15403,855.3202687569974
661,21,18,15421,861.9540873460228
662,21,23,15444,863.58790593505
663,21,24,15468,864.2217245240754
664,21,21,15489,867.8555431131008
665,21,23,15512,869.4893617021262
666,21,21,15533,873.1231802911534
667,21,28,15561,869.756998880177
668,21,29,15590,865.3908174692042
669,21,20,15610,870.0246360582278
670,21,23,15633,871.658454647255
671,21,25,15658,871.2922732362822
672,21,25,15683,870.9260918253058
673,21,27,15710,868.559910414333
674,21,18,15728,875.1937290033566
675,21,27,15755,872.8275475923838
676,21,22,15777,875.461366181411
677,21,22,15799,878.0951847704346
678,21,25,15824,877.7290033594618
679,21,28,15852,874.3628219484854
680,21,25,15877,873.9966405375126
681,21,27,15904,871.6304591265398
682,21,22,15926,874.2642777155634
683,21,19,15945,879.8980963045906
684,21,29,15974,875.5319148936142
685,21,34,16008,866.1657334826414
686,21,26,16034,864.7995520716686
687,21,21,16055,868.4333706606922
688,21,15,16070,878.0671892497194
689,21,22,16092,880.701007838743
690,21,24,16116,881.3348264277702
691,21,23,16139,882.9686450167974
692,21,22,16161,885.602463605821
693,21,18,16179,892.2362821948482
694,21,33,16212,883.8701007838717
695,21,33,16245,875.503919372899
696,21,25,16270,875.1377379619262
697,21,30,16300,869.7715565509498
698,21,31,16331,863.405375139977
699,21,18,16349,870.0391937290005
700,21,22,16371,872.6730123180278
701,21,20,16391,877.306830907055
702,21,19,16410,882.9406494960785
703,21,22,16432,885.5744680851058
704,21,24,16456,886.2082866741293
705,21,38,16494,872.8421052631566
706,21,28,16522,869.4759238521838
707,21,24,16546,870.1097424412073
708,21,23,16569,871.7435610302346
709,21,25,16594,871.3773796192581
710,21,19,16613,877.0111982082854
711,21,20,16633,881.6450167973126
712,21,24,16657,882.2788353863361
713,21,26,16683,880.9126539753634
714,21,31,16714,874.5464725643869
715,21,18,16732,881.1802911534141
716,21,26,16758,879.8141097424414
717,21,24,16782,880.4479283314649
718,21,19,16801,886.0817469204922
719,21,26,16827,884.7155655095157
720,21,33,16860,876.3493840985429
721,21,24,16884,876.9832026875702
722,21,23,16907,878.6170212765937
723,21,25,16932,878.250839865621
724,21,26,16958,876.8846584546445
725,21,25,16983,876.5184770436717
726,21,21,17004,880.152295632699
727,21,25,17029,879.7861142217225
728,21,26,17055,878.4199328107497
729,21,25,17080,878.0537513997733
730,21,19,17099,883.6875699888005
731,21,19,17118,889.3213885778277
732,21,20,17138,893.9552071668513
733,21,23,17161,895.5890257558785
734,21,25,17186,895.2228443449021
735,21,28,17214,891.8566629339293
736,21,27,17241,889.4904815229565
737,21,21,17262,893.1243001119801
738,21,21,17283,896.7581187010073
739,21,25,17308,896.3919372900309
740,21,32,17340,889.0257558790581
741,21,29,17369,884.6595744680853
742,21,29,17398,880.2933930571089
743,21,24,17422,880.9272116461361
744,21,20,17442,885.5610302351597
745,21,28,17470,882.1948488241869
746,21,26,17496,880.8286674132141
747,21,25,17521,880.4624860022377
748,21,29,17550,876.0963045912649
749,21,20,17570,880.7301231802885
750,21,20,17590,885.3639417693157
751,21,18,17608,891.9977603583429
752,21,24,17632,892.6315789473665
753,21,19,17651,898.2653975363937
754,21,22,17673,900.8992161254173
755,21,21,17694,904.5330347144445
756,21,22,17716,907.1668533034717
757,21,21,17737,910.8006718924953
758,21,30,17767,905.4344904815225
759,21,23,17790,907.0683090705461
760,21,26,17816,905.7021276595733
761,21,25,17841,905.3359462486005
762,21,28,17869,901.9697648376241
763,21,28,17897,898.6035834266513
764,21,24,17921,899.2374020156749
765,21,24,17945,899.8712206047021
766,21,24,17969,900.5050391937293
767,21,21,17990,904.1388577827529
768,21,27,18017,901.7726763717801
769,21,23,18040,903.4064949608037
770,21,22,18062,906.0403135498309
771,21,26,18088,904.6741321388581
772,21,27,18115,902.3079507278817
773,21,29,18144,897.9417693169089
774,21,28,18172,894.5755879059325
775,21,33,18205,886.2094064949597
776,21,22,18227,888.8432250839869
777,21,22,18249,891.4770436730105
778,21,35,18284,881.1108622620377
779,21,25,18309,880.7446808510613
780,21,15,18324,890.3784994400885
781,21,18,18342,897.0123180291157
782,21,26,18368,895.6461366181393
783,21,27,18395,893.2799552071665
784,21,32,18427,885.9137737961901
785,21,28,18455,882.5475923852173
786,21,16,18471,891.1814109742445
787,21,21,18492,894.8152295632681
788,21,26,18518,893.4490481522953
789,21,32,18550,886.0828667413189
790,21,23,18573,887.7166853303461
791,21,29,18602,883.3505039193733
792,21,19,18621,888.9843225083969
793,21,15,18636,898.6181410974241
794,21,25,18661,898.2519596864477
795,21,26,18687,896.8857782754749
796,21,27,18714,894.5195968645021
797,21,24,18738,895.1534154535257
798,21,23,18761,896.7872340425529
799,21,26,18787,895.4210526315765
800,21,22,18809,898.0548712206037
801,21,21,18830,901.6886898096309
802,21,20,18850,906.3225083986545
803,21,25,18875,905.9563269876817
804,21,27,18902,903.5901455767053
805,21,28,18930,900.2239641657325
806,21,24,18954,900.857782754756
807,21,25,18979,900.4916013437833
808,21,33,19012,892.1254199328105
809,21,19,19031,897.759238521834
810,21,36,19067,886.3930571108613
811,21,29,19096,882.0268756998848
812,21,37,19133,869.660694288912
813,21,21,19154,873.2945128779393
814,21,23,19177,874.9283314669628
815,21,16,19193,883.5621500559901
816,21,19,19212,889.1959686450136
817,21,22,19234,891.8297872340409
818,21,26,19260,890.4636058230681
819,21,24,19284,891.0974244120916
820,21,29,19313,886.7312430011189
821,21,22,19335,889.3650615901424
822,21,25,19360,888.9988801791696
823,21,23,19383,890.6326987681969
824,21,21,19404,894.2665173572204
825,21,26,19430,892.9003359462477
826,21,29,19459,888.5341545352712
