,0
529,5241.444726810672
530,5231.008894536213
531,5235.573062261752
532,5234.137229987293
533,5239.701397712834
534,5242.2655654383725
535,5239.829733163913
536,5238.393900889452
537,5231.958068614993
538,5229.522236340534
539,5231.086404066073
540,5230.650571791613
541,5233.214739517152
542,5238.778907242693
543,5237.343074968234
544,5240.907242693773
545,5240.4714104193135
546,5245.0355781448525
547,5240.599745870393
548,5239.163913595934
549,5244.728081321473
550,5241.292249047014
551,5236.856416772553
552,5235.420584498093
553,5239.984752223634
554,5240.548919949173
555,5240.113087674714
556,5240.677255400253
557,5243.2414231257935
558,5238.805590851332
559,5241.369758576873
560,5255.933926302414
561,5255.498094027953
562,5259.062261753494
563,5256.626429479033
564,5255.190597204573
565,5260.754764930114
566,5260.318932655653
567,5259.883100381194
568,5260.447268106733
569,5264.0114358322735
570,5258.575603557814
571,5255.139771283353
572,5245.703939008894
573,5248.268106734433
574,5247.832274459974
575,5256.396442185514
576,5252.960609911053
577,5249.524777636594
578,5243.088945362133
579,5240.653113087674
580,5248.2172808132145
581,5243.7814485387535
582,5245.345616264294
583,5241.909783989833
584,5246.473951715374
585,5244.038119440915
586,5247.602287166454
587,5249.166454891994
588,5252.730622617533
589,5253.294790343074
590,5257.858958068615
591,5249.423125794154
592,5245.9872935196945
593,5244.551461245233
594,5246.115628970774
595,5244.679796696315
596,5246.243964421854
597,5236.808132147395
598,5235.372299872934
599,5236.936467598474
600,5235.500635324015
601,5241.064803049554
602,5237.628970775095
603,5232.193138500634
604,5229.7573062261745
605,5232.321473951715
606,5237.885641677254
607,5237.449809402795
608,5239.013977128334
609,5240.578144853875
610,5237.142312579415
611,5235.706480304954
612,5227.270648030495
613,5225.834815756034
614,5232.398983481575
615,5228.9631512071155
616,5228.527318932654
617,5233.091486658195
618,5234.655654383734
619,5234.219822109275
620,5228.783989834816
621,5231.348157560355
622,5227.912325285895
623,5230.476493011434
624,5238.040660736975
625,5236.604828462516
626,5228.168996188055
627,5231.7331639135955
628,5234.297331639134
629,5239.861499364675
630,5247.425667090216
631,5244.989834815755
632,5241.554002541296
633,5240.118170266835
634,5235.682337992375
635,5233.246505717916
636,5227.810673443455
637,5227.374841168996
638,5231.939008894535
639,5234.5031766200755
640,5244.067344345614
641,5245.631512071155
642,5245.195679796696
643,5249.759847522235
644,5250.324015247776
645,5249.8881829733145
646,5244.452350698855
647,5248.016518424396
648,5242.580686149935
649,5243.144853875476
650,5243.709021601015
651,5248.273189326555
652,5247.837357052096
653,5242.401524777635
654,5240.965692503176
655,5249.529860228715
656,5254.094027954256
657,5249.658195679796
658,5249.222363405335
659,5249.786531130876
660,5253.350698856415
661,5246.914866581956
662,5253.4790343074965
663,5251.043202033035
664,5242.607369758576
665,5243.171537484115
666,5238.735705209656
667,5233.299872935197
668,5234.864040660737
669,5234.4282083862745
670,5231.992376111815
671,5224.556543837356
672,5222.120711562897
673,5220.6848792884375
674,5219.249047013975
675,5214.813214739515
676,5212.377382465056
677,5211.941550190597
678,5214.505717916138
679,5208.069885641675
680,5211.6340533672155
681,5213.198221092756
682,5213.762388818297
683,5213.326556543838
684,5210.890724269375
685,5207.454891994916
686,5210.019059720456
687,5217.583227445997
688,5220.147395171538
689,5222.711562897075
690,5217.275730622616
691,5216.839898348157
692,5223.404066073697
693,5221.968233799238
694,5224.532401524775
695,5224.096569250316
696,5221.660736975857
697,5214.2249047013975
698,5216.789072426938
699,5213.353240152475
700,5205.917407878016
701,5206.481575603557
702,5204.045743329098
703,5206.609911054638
704,5208.1740787801755
705,5204.738246505716
706,5229.302414231257
707,5226.866581956798
708,5227.4307496823385
709,5228.994917407876
710,5224.559085133416
711,5224.123252858957
712,5222.687420584498
713,5222.251588310039
714,5227.815756035576
715,5232.3799237611165
716,5234.944091486657
717,5229.508259212198
718,5233.072426937739
719,5235.636594663276
720,5234.200762388817
721,5229.764930114357
722,5231.329097839898
723,5230.893265565439
724,5239.457433290976
725,5237.021601016517
726,5226.585768742058
727,5231.149936467598
728,5225.714104193139
729,5224.278271918676
730,5226.842439644217
731,5218.406607369758
732,5214.970775095298
733,5214.534942820839
734,5222.099110546376
735,5228.663278271917
736,5232.227445997458
737,5237.791613722999
738,5236.355781448539
739,5234.9199491740765
740,5234.484116899617
741,5238.048284625158
742,5244.612452350699
743,5251.1766200762395
744,5242.740787801777
745,5236.304955527317
746,5239.869123252858
747,5234.433290978399
748,5227.99745870394
749,5223.561626429477
750,5213.1257941550175
751,5201.689961880558
752,5199.254129606099
753,5198.81829733164
754,5197.382465057177
755,5191.946632782718
756,5194.510800508258
757,5201.074968233799
758,5193.63913595934
759,5190.203303684877
760,5189.767471410418
761,5189.3316391359585
762,5188.895806861499
763,5190.45997458704
764,5193.024142312577
765,5193.588310038118
766,5189.152477763659
767,5185.716645489199
768,5183.28081321474
769,5189.844980940277
770,5191.409148665818
771,5193.973316391359
772,5188.5374841169
773,5188.101651842437
774,5189.665819567977
775,5190.229987293518
776,5196.794155019059
777,5198.3583227446
778,5204.922490470137
779,5203.486658195678
780,5203.050825921218
781,5208.614993646759
782,5206.1791613723
783,5207.743329097837
784,5207.307496823378
785,5212.8716645489185
786,5217.435832274459
787,5218.0
788,5217.564167725537
789,5212.128335451078
790,5210.692503176619
791,5208.256670902159
792,5210.8208386277
793,5213.385006353237
794,5215.949174078778
795,5220.513341804319
796,5219.0775095298595
797,5217.6416772554
798,5219.205844980937
799,5212.770012706478
800,5204.334180432019
801,5201.89834815756
802,5205.4625158831
803,5206.0266836086375
804,5207.590851334178
805,5212.155019059719
806,5212.71918678526
807,5205.283354510801
808,5206.847522236338
809,5207.411689961878
810,5207.975857687419
811,5200.54002541296
812,5201.104193138501
813,5201.668360864038
814,5185.232528589579
815,5188.796696315119
816,5186.36086404066
817,5187.925031766201
818,5182.489199491738
819,5184.053367217279
820,5185.6175349428195
821,5191.18170266836
822,5194.745870393901
823,5198.310038119438
824,5204.874205844979
825,5206.43837357052
826,5214.00254129606
827,5217.566709021601
828,5217.130876747138
829,5215.695044472679
830,5214.25921219822
831,5209.8233799237605
832,5213.387547649301
833,5210.951715374838
834,5205.515883100379
835,5206.08005082592
836,5200.644218551461
837,5205.208386277001
838,5199.7725540025385
839,5198.336721728079
840,5200.90088945362
841,5200.465057179161
842,5199.029224904702
843,5197.593392630239
844,5196.157560355779
845,5197.72172808132
846,5193.285895806861
847,5192.850063532402
848,5197.414231257939
849,5187.97839898348
850,5192.54256670902
851,5196.106734434561
852,5196.670902160102
853,5200.235069885639
854,5198.79923761118
855,5199.3634053367205
856,5195.927573062261
857,5188.491740787802
858,5185.055908513339
859,5190.62007623888
860,5188.184243964421
861,5192.748411689961
862,5196.312579415502
863,5199.876747141039
864,5197.44091486658
865,5198.005082592121
866,5198.5692503176615
867,5196.133418043202
868,5196.697585768739
869,5195.26175349428
870,5198.825921219821
871,5202.390088945362
872,5203.954256670902
873,5208.5184243964395
874,5210.08259212198
875,5205.646759847521
876,5203.210927573062
877,5203.7750952986025
878,5198.33926302414
879,5200.90343074968
880,5196.467598475221
881,5192.031766200762
882,5186.595933926303
883,5182.16010165184
884,5183.724269377381
885,5188.288437102921
886,5186.852604828462
887,5181.416772554003
888,5186.98094027954
889,5186.545108005081
890,5186.109275730621
891,5177.673443456162
892,5179.237611181703
893,5181.80177890724
894,5186.365946632781
895,5182.930114358322
896,5185.494282083862
897,5185.058449809403
898,5190.62261753494
899,5190.186785260481
900,5184.750952986022
901,5182.3151207115625
902,5183.879288437103
903,5186.44345616264
904,5188.007623888181
905,5195.571791613722
906,5199.135959339263
907,5204.700127064803
908,5201.2642947903405
909,5200.828462515881
910,5202.392630241422
911,5205.956797966963
912,5196.5209656925035
913,5203.085133418041
914,5200.649301143581
915,5203.213468869122
916,5207.777636594663
917,5204.341804320204
918,5205.905972045741
919,5206.4701397712815
920,5207.034307496822
921,5204.598475222363
922,5203.162642947904
923,5201.726810673441
924,5203.290978398982
925,5200.855146124522
926,5208.419313850063
927,5207.983481575604
928,5206.547649301141
929,5212.111817026682
930,5219.675984752223
931,5218.240152477763
932,5215.804320203304
933,5213.368487928841
934,5216.932655654382
935,5217.496823379923
936,5220.0609911054635
937,5221.625158831004
938,5219.189326556541
939,5215.753494282082
940,5214.317662007623
941,5209.881829733164
942,5210.445997458701
943,5209.0101651842415
944,5209.574332909782
945,5209.138500635323
946,5210.702668360864
947,5204.266836086401
948,5210.831003811942
949,5215.395171537482
950,5214.959339263023
951,5214.523506988564
952,5215.087674714101
953,5219.651842439642
954,5216.2160101651825
955,5214.780177890723
956,5213.344345616264
957,5208.908513341801
958,5211.472681067342
959,5218.036848792883
960,5215.601016518423
961,5217.165184243964
962,5221.729351969501
963,5221.293519695042
964,5222.857687420583
965,5217.421855146124
966,5213.986022871664
967,5216.550190597201
968,5218.114358322742
969,5225.678526048283
970,5229.242693773824
971,5232.8068614993645
972,5235.371029224902
973,5233.935196950442
974,5231.499364675983
975,5229.063532401524
976,5235.627700127065
977,5237.191867852602
978,5240.7560355781425
979,5234.320203303683
980,5224.884371029224
981,5224.448538754765
982,5218.012706480302
983,5223.576874205843
984,5225.141041931383
985,5228.705209656924
986,5231.269377382465
987,5233.833545108002
988,5228.397712833543
989,5230.9618805590835
990,5231.526048284624
991,5231.090216010165
992,5229.654383735702
993,5233.218551461243
994,5228.782719186784
995,5235.346886912324
996,5230.911054637865
997,5233.475222363402
998,5232.039390088943
999,5233.603557814484
1000,5232.167725540025
